page,rank,product_name,price,listed_at,country,shop,shop_total_sales,category,commission,sales_period,sales_growth,gmv_period,total_sales,total_gmv
19,386,"Full Shine Butterfly Weft Hair Extensions Real Human Hair Hole Weft Invisible Genius Weft #TikTokShopDealsforYouDays #SummerWins #SummerVibes,summerwins, Human Hair Bundles, Extensions Hair",$28.70,,美国,FullShineHair Store,1.61万,真人发接发&发片,11%,1741,28.01%,$5.73万,6973,$26.45万
19,387,[Blend Natural]UNice Upgrade V Part Glueless Kinky Straight Human Hair Wig with Drawstring No Leave Out Beginner Friendly Easy to Install Summer Wig SummerArrvials #SoHoChic #TikTokShopBackToSchool,$75.00 - 153.00,,美国,UNICE,52.15万,真人发全机制头套,3%,1741,200.17%,$13.53万,1.13万,$75.17万
19,388,"Women's S925 Real Silver Needle Pearl Ear Studs - Elegant, Modern Female Women's Fashion Jewelry, Niche, Simple, Versatile Accessory for Any Occasion",$4.10,,美国,ExaltedShose,12.15万,耳环,17.5%,1734,156.89%,$1.19万,1.84万,$12.96万
19,389,"ViewSelect Blue Light Blocking Progressive Reading Glasses with Spring Hinge - HD Anti-Fatigue Computer Readers for Men & Women (Black, Orange, Clear)",$10.00,,美国,Blink n Bling,6.82万,镜框与镜片,10%,1733,35.07%,$2.28万,3484,$4.18万
19,390,"Unisex Modern Leather Eyeglasses Case - Lightweight Soft Zippered Pouch with Belt Loop Clip, Portable Sunglasses Organizer for Adults, Men's Accessories, Youth, Teenager, Travel, Camping",$7.59 - 12.99,,美国,Xuudoo,2.28万,眼镜盒与配件,10%,1730,-,$1.48万,1731,$1.48万
20,401,"Elegant Leopard Print Shawl Set With Scarf, Casual Loose-Fit Scarf for Women, Sun Protection Beach Accessory, All-Season Fashion, Fashion Shawl Wrap",$14.27 - 14.52,,美国,IROJEFF,90.35万,围巾&围脖,8%,1701,180.69%,$2.37万,1.67万,$24.59万
20,402,"CATERSIDE Men's Classic Square Sunglasses, Vintage Punk Style with Tinted Lenses, UV400 Sun Protective Fashion Accessories, Classic Sunglasses, Sun Protective Sunglasses",$18.90 - 20.51,,美国,CATERSIDE VISION Store,5814,太阳镜,8%,1692,118.32%,$3.81万,3398,$7.51万
20,403,"Mini Makeup Bag with Partitions & Zipper, Portable Cosmetic Organizer for Lipstick & Essentials, Ideal for Airplane Travel & Daily Use, Fashion Accessory for Adults, Women's Gifts, Gifts for Women, Womens Gifts",$9.00,,美国,Embercraft,22.31万,服饰配件套装,13%,1684,1094.33%,$2.34万,2556,$3.43万
20,404,"Don't Let The Hard Days Win Inspire Bracelet - Stainless Steel & 18k Gold Plated Braided Design with Engraved Message - Adjustable Up to 10""",$7.75,,美国,Love U Gift,55.05万,手环与手链,8%,1683,101.08%,$1.63万,6.62万,$60.64万
20,405,"Women's Hairbands Set, Non Slip Headbands, Plastic Headband, Anti-Slip Wave Design, Retro Style Headband for Makeup & Skincare, Chic Headbands, Fashionable Hair Accessories",$1.38 - 2.22,,美国,Shenzhen Songlin,15.94万,发带发箍,8%,1680,-17.85%,$2807.42,7505,$1.50万
20,406,"Cross Necklace for Men, Layered Mens Cross Necklaces Stainless Steel Cross Pendant Cuban Link Rope Chain",$15.99 - 25.99,,美国,Bijou B1iss,7.34万,首饰套装,12.5%,1680,79.3%,$2.96万,9556,$15.82万
20,407,"Middle Finger FAFO Keychain Aluminum Alloy - Compact, Stylish, 3D Double-Sided Mirror Design, UV Protective Coating, Practical Fashion Accessory for Shopping Use",$10.99,,美国,Meme-Azon,3.17万,钥匙扣,10%,1679,1469.16%,$1.99万,1786,$2.12万
20,408,"ZHESHY Dainty Flower Necklace 14K Gold Plated Flower Collarbone Chain Women's Cute Simulated Diamond Necklace Personalized Fashion Gold Jewelry Gifts for Teen Girls, Mothers and Girlfriends",$9.69 - 9.99,,美国,ZHESHY,7206,项链,15%,1678,44.78%,$1.91万,4125,$4.50万
20,409,[Lowest Price Ever] New In P4/27 Highlight Burmese Curly Feather Crochet Human Hair for Miracle Knots/Boho Braids Pre-Separated 50g/Pack Time-Saving Wear #SummerWins #DealsForYouDays,$45.66 - 244.39,,美国,Glulaze Hair,5.94万,真人发接发&发片,3.5%,1672,636.56%,$8.23万,2280,$11.01万
20,410,"Men's Luminous Simple Quartz Business Watch - Stainless Steel Band, Gold Accents, Blue Dial with Date & Day Indicator, Men's Accessories, Thoughtful Birthday Gift for Boyfriend, Gifts For Boyfriend, Birthday Gifts For Bf",$17.00,,美国,Horizon Chrono,5624,男表,8%,1667,18.56%,$3.12万,3883,$6.85万
21,421,"Unisex Square Frame Blue Light Filter Glasses - Black & White Colorblock Lightweight Durable Plastic Fashion Frames Accessories, Anti-Eye Strain Gift for Women, Lightweight Durable Glasses, Bluelight Blocking,summer outifit,travel essentials",$13.98 - 16.99,,美国,Cozennn,2.89万,镜框与镜片,8%,1637,17.35%,$2.81万,2.25万,$40.51万
21,422,"Unisex Vintage Sunglasses Brow Bar Frame, Casual Trendy Half Rim Glasses, Metal Plastic Frame, All Seasons Wear, Decorative Lenses, Fashion Eyeglasses",$5.82,,美国,HyJex EYEWEAR,20.05万,镜框与镜片,8%,1634,15.4%,$2.42万,11.06万,$75.77万
21,423,GOOGOO Hair Extensions Seamless Clip in Human Hair Extensions Natural Straight Hair summer hairstyles #tiktokshopbacktoschool #sohochic,$29.06 - 301.19,,美国,GOO GOO,43.77万,真人发接发&发片,5%,1633,6.59%,$5.71万,3.56万,$235.46万
21,424,OQ HAIR Highlight 4/27 Burmese Curly Crochet Human Hair With Miracle Knots Boho Braids Time-Saving Wear #SohoChic #TikTokShopBackToSchool,$61.18 - 276.18,,美国,OQ HAIR SHOP,112.19万,真人发全机制头套,3%,1632,95.68%,$11.10万,3979,$28.20万
21,425,[Cheapest] Mamushow Feather Crochet Human Hair Bundles for Miracle Knots Human Hair Burmese Curly Pre-Separated 50g/Pack Reusable Invisible 100% Virgin Human Hair Crochet Extensions Natural Black #TikTokShopBackToSchool#SohoChic,$48.00,,美国,Mamushow Hair Fashion,27.62万,真人发接发&发片,1%,1628,8.39%,$8.62万,1.67万,$152.95万
21,426,Stretchy Scrunchie Lanyard for ID Badges – Cute Neck Lanyard for Keys | Retractable Keychain Holder for Women,$4.00,,美国,OBOEY Deals,7.18万,钥匙扣,10%,1628,3030.77%,$7937.36,7457,$3.48万
21,427,JASGOOD Women Leather Belt for Jeans Pants Fashion Ladies Skinny Faux Leather Belt with Gold Buckle,$14.70 - 21.60,,美国,JASGOOD,10.87万,皮带,10%,1626,31.66%,$2.74万,1.37万,$26.26万
21,428,"Hip Hop Twist Chain Necklace & Rhinestone Cross Pendant Necklace for Daily Decoration, Stainless Steel Jewelry for Men & Women, Classic Jewelry for Gift",$3.47 - 28.02,,美国,ZIDOM Hiphop Store,31.64万,项链,8%,1623,29.01%,$6140.31,9.26万,$49.01万
21,429,"Women's Reversible Sleep Hat, Double Layer Bonnet for Sleeping & Makeup, Pink Color Reversible Extended Length Sleep Bonnet, Sleeping Cap, Hair Cap for Sleep",$1.80 - 2.00,,美国,DeeJey Hair Accessories,44.70万,帽子,8%,1617,233.4%,$2906.31,3.04万,$7.84万
21,430,"Unisex New Summer Sunglasses, Trendy Street Style UV Protection Shades, Fashionable Retro Sunglasses for Men & Women",$4.24,,美国,YI SHENG SUNGLASSES,5.29万,太阳镜,8%,1614,-1.1%,$1.20万,4399,$2.67万
22,441,CORIIANA Curly Short Bob Glueless Wigs Human Hair Ready To Wear Deep Wave Human Hair Wig Wet An Wavy 6x4 HD Lace Closure Wigs For Black Women Pre Plucked Beginner Friendly 180%,$59.00 - 122.00,,美国,CORIIANA BEAUTY,6.48万,真人发发块头套,5%,1580,-20.44%,$9.75万,2.41万,$141.61万
22,442,Karlami Hair Burmese Curly Bundles with Spriral End 3c4a Quick Weave Pixie Curly Bundles Human Hair 14-30inch Loose Deep Wave 100% Virgin Body Wave Bundles Sew in Extension Straight Bundles with 5x5 Closure Human Hair Bundles for Women Natural Black,$37.00,,美国,Karlami Hair Vendor,6.05万,真人发接发&发片,1%,1579,10.5%,$7.32万,1.25万,$54.50万
22,443,"2026 Women's Vintage Square Oversized Sunglasses - Retro Framework, PC-Plastic Large Statement Frames, Full Protection, Vintage Charm for Travel, Beach Wear, Statement Frame Glasses, Enhanced Coverage, One Size, Full-Frame",$10.29,,美国,VGO SHOP,2.37万,太阳镜,12%,1577,-68.5%,$1.82万,8565,$9.87万
22,444,"Simple Minimalist Square Frame Eyeglasses Plastic Eyewear for Women & Men, Square Frames Eyeglasses, Summer Outfits 2024 Eyeglasses for Work, Daily Clothing Decor, Student Daily Use",$2.97,,美国,SOLOSE,72.26万,镜框与镜片,8%,1573,4.45%,$9941.72,9.07万,$21.82万
22,445,"14K Laminated Heart Necklace for Women, 2mm Gold Chain, Elegant Heart Pendant, Gift for Mom & Her",$16.00 - 18.00,,美国,BRILLO ETERNO,1.77万,项链,16.5%,1562,532.39%,$2.40万,3126,$4.67万
22,446,Men's Wallet RFID Slim Smart Wallet Card Holder with AirTag Holder Leather Carbon Fiber Minimalist Pop Up Wallet 9-14 Card Capacity ID Window Cash Slot for Everyday Carry Front Pocket Travel Gift for Men,$12.50,,美国,Chic Odyssey,4.93万,首饰套装,6%,1561,550.42%,$2.35万,1.16万,$18.36万
22,447,"2025 Trendy Self-Adhesive Stud Stickers – Faux Piercing for Ears, Nose, Lips & Brows!",$7.99 - 16.99,,美国,xoriginal,1.78万,身体饰品,12%,1560,71.05%,$1.39万,9245,$7.28万
22,448,"Yaki Curly V Part Wig 26 Inch, Synthetic Half Wig Glueless U Part, Flip Curls, Natural, for Women, Daily Party Use, Natural Looking Wig, Glueless Wavy Wig",$24.00,,美国,LADY MIRANDA,3.11万,化纤全机制头套,8%,1559,149.84%,$2.93万,2523,$4.48万
22,449,"Frameless Glasses with Blue Light Blocking - HD Clear Lenses & Sparkling Diamond-Cut Edges, Fashion Metal Temples for Women Men, Computer Gaming Readers, Daily Street Style Eyewear",$11.90 - 15.90,,美国,StarH,4.05万,镜框与镜片,15%,1558,-31.4%,$2.03万,9790,$12.86万
22,450,"Unisex Vintage Square Frame Sunglasses, Trendy Casual Sunglasses for Travel Use, Fashion Accessories for Outdoor Activities, Trendy Streetwear Sunglasses, Stylish Sunglasses, Square Framed Sunglasses, Fashionable Sunglasses, Trendy Styling Sunglasses",$1.48,,美国,Shining Land,6.73万,太阳镜,8%,1553,-10.64%,$2443.59,2.45万,$7.79万
23,461,"Men's 2-Piece Buckleless Elastic Waist Belt, Casual Hook-and-Loop Closure Belts for Adjustable Fit, Men's Accessories Elastic Waist Band, Accessories Adults, Guys Gifts, Gifts For Him, Mens Gifts",$9.90,,美国,LDK Tool,1.08万,皮带,14%,1524,-29.48%,$1.71万,6660,$9.89万
23,462,Lyrasses Black Photochromic Square Glasses Anti-Blue Light & Photochromic Unisex Fashion Frames Big Head Friendly Perfect for Beach Business Party Trendy Daily Accessory Ideal Gift Idea No-Makeup Essential Anti Eyestrain Eyewear,$7.89 - 10.69,,美国,Lyrasses,2.38万,镜框与镜片,7%,1520,33.8%,$1.43万,1.24万,$11.66万
23,463,"VORTENEA Satin-Lined Skull Cap with Embroidered Cross - Machine Washable, Prevents Frizz, Retains Moisture, Comfortable Fit",$24.99 - 69.99,,美国,Vortenea,1.21万,帽子,12.5%,1520,286.77%,$4.13万,7574,$19.65万
23,464,"18G Stainless Steel Nose Ring, 8mm Horseshoe Hoop with 3mm Cubic Zirconia, Threaded Nose Piercing for Women, Ball Holder Included - Casual Everyday Wear, Womens Gifts, Threaded Fit, Female, Ball Holder Accessory, Free Auxiliary Tool Ball Holder",$7.74 - 8.72,,美国,MULKUL Fashion,1.39万,身体饰品,12%,1517,147.07%,$1.51万,8753,$8.47万
23,465,"【Men Gifts】Cross Necklace for Men, Silver Tone/Gold Plated Mens Cross Necklaces with 3.5mm Cuban Chain 16-26 Inch",$6.99 - 20.99,,美国,Bijou B1iss,7.34万,项链,10%,1515,84.31%,$1.15万,2.10万,$20.98万
23,466,DIFF Cameron Oversized Polarized Navigator Sunglasses for Men and Women,$65.66 - 70.79,,美国,DIFF EYEWEAR,6.56万,太阳镜,10%,1515,-29.34%,$11.42万,6116,$45.97万
23,467,Bling Hair Human Hair Body Wave Crochet Braids Extensions Knotless Pre-Separated Miracle Knots Crochet Hair Lightweight Soft Natural Look Protective Style Boho Braids Vacation Hair Summer Hair 50g/Pack#SummerWins #DealsForYouDays,$27.39 - 319.14,,美国,Bling Hair VIP Store,16.38万,发带发箍,5%,1510,-31.49%,$3.35万,4222,$9.40万
23,468,"EC 50g Fluffy Hair Topper for Women with Thinning Hair | 14in Free Parting Straight Natural-Looking Hairpiece with 3 Anti-Slip Clips | Hand-Knotted Breathable Lace Base | Full Crown Coverage, Gray Root Coverage & Instant Volume",$32.88 - 33.99,,美国,EC Wigs Shop,6408,化纤接发&发片,15%,1510,11515.38%,$4.71万,1590,$5.01万
23,469,"The MULA S925 silver-plated firefly ring, with its elegant and luxurious fluorescent design, is the perfect gift for girls, ladies, and nature lovers. (Zircon-set nature-inspired ring)",$11.95,,美国,MULA Fashion Jewerly,19.21万,戒指,10%,1506,185.23%,$1.85万,1.08万,$11.59万
23,470,"Lace Wig Grip Cap for Women,Glueless Wig 4x5 Lace Reusable Wig Cap for Lace Front Wigs to Keep Wigs in Place,Adjustable Wig Cap with Grip Band Non Slip Cap#tiktokshopbacktoschoo#SummerWinsl",$9.59 - 9.69,,美国,SZ General merchandise Co Ltd,6.73万,接发与假发配件,20%,1505,136.26%,$1.67万,1.37万,$13.10万
24,471,"Obsidian & Black Tourmaline Bracelet - Manifestation & Protection Prosperity Crystal Beads Jewelry for Men & Women, Christmas Gift, Gifts for Mother's Day, Valentine's, Birthday, Anniversary, Black Grounding Stone Beaded Bracelet backtoschool",$7.00 - 10.00,,美国,Charmed Matrix,7.56万,手环与手链,1%,1504,42.56%,$1.12万,1.21万,$7.67万
24,472,"Women's Glitter Decor Scarf, Elegant Scarf for Daily Wear, Casual Trendy Scarf for Women, Trendy All-match & Exquisite Scarf for Birthday Gift, Scarf for Hair",$3.50 - 4.90,,美国,LMLAVEN Apparel Accessories,16.50万,围巾&围脖,8%,1503,17.15%,$7537.05,2.53万,$17.42万
24,473,NOT FOR SALE - STERLY Wig Cap (Random Color),$49.90,,美国,Sterly Hair Shop,16.19万,发带发箍,1%,1500,164.55%,$8.29万,5297,$22.64万
24,474,"【summerwins】Women's Luxury Gold Tone Analog Watch - Modern Fashionable Wristwatch with Simple Scale Square Dial, Gold Plated, Self-Size Adjuster, Gift Box, High Quality Watch for Mom, High Quality Watches",$14.99 - 16.99,,美国,New Pioneers Shop,6.59万,女表,10%,1499,23.48%,$2.56万,1.14万,$19.00万
24,475,"Women's Floral Print Long Robe Dress & Scarf Set, Boho Casual Shawl Dress & Scarf Set for Beach Vacation Holiday, Ladies Clothes for All Seasons",$10.87,,美国,IROJEFF,90.35万,围巾&围脖,8%,1496,81.33%,$2.02万,6.11万,$75.42万
24,476,"ShineThru Men's 6-Pair Metal Rimless Sleek Rectangular Trendy Sunglasses - PC Gradient Lenses, UV-Protection Lens, Stylish Glasses, Unisex Men's Accessories for Daily Commuting, Outdoor Activities",$16.30,,美国,ShineThru,14.03万,太阳镜,13%,1493,-8.07%,$2.79万,1.59万,$27.93万
24,477,"Holylegend 14K Real Gold-Plated Royal Monaco Cuban Necklace,Hypoallergenic Gold Plated Cuban Link Chain, Italian Jewelry for Men & Women, Gift for Fashion Lovers,Father's Day Gift",$31.40 - 69.20,,美国,Holylegend Jewelry USA,27.58万,项链,12%,1493,275.13%,$4.73万,7221,$24.40万
24,478,"Vintage Silver-Tone Witchy Symbolic Bracelet - Pagan-Inspired Lightweight Costume Jewelry with Moon, Sun, Tree of Life, Owl, Pentagram, Feather Charms - Celestial Gothic Boho Halloween Gift for Alternative Style, Adjustable, Daily Wear",$9.69,,美国,Jadeglow Lane,1.34万,手环与手链,15.5%,1491,-,$1.66万,1510,$1.68万
24,479,"Men's Watch Set, Creative Snake Head Blue Light Glass, Rotary Steel Band Watch + Pixiu Bead Bracelet, 2pcs/set, All Seasons",$6.50 - 8.12,,美国,Jusmi Watch,12.05万,男表,8%,1488,500%,$1.43万,5534,$5.38万
24,480,"Magnetic Ear Clips for Unpierced Ears, Non Pierced Earrings, Zirconium Stone Jewelry, Punk Style, All-Seasons Accessory, Comfortable Material, Unisex Design",$1.33,,美国,SHU trend Jewelry,2560,耳环,8%,1487,2815.69%,$2498.4,1540,$2586.1
25,481,"Classic Style Reading Glasses for Men and Women, Lightweight Metal Frame, Ideal for Reading and Craft Work",$12.89,,美国,hat house shop,1522,镜框与镜片,1%,1486,74200%,$1.52万,1488,$1.52万
25,482,"9pcs Nose Ring Jewelry Shape Nose Ring Copper Non Piercing Nose Rings, U Shape Star Love Crown Nose Clip with Zirconia shape nose nose ring nose ring Punk Rhinestone Clip-On Gold gold nose protection bracelet cross septum Stainless Steel Charm summerwi",$8.90,,美国,Arpurraina,20.69万,身体饰品,15%,1484,17.78%,$1.47万,2.19万,$21.64万
25,483,Scrunchies Fluffy Bobbles Hair Elastic Ponytail Holder Soft for Women Girls 10 Random Colors Free Gift,$29.99,,美国,QinMei Hair Fashion,9.31万,头绳,3%,1480,40.82%,$4.91万,9578,$31.99万
25,484,"2-Piece Leopard Print Shawl Set, Elegant Fitted Cape and Headscarf, Sun Protection Scarf for Beach, Swim Cover Up, All-Season Fashion Accessory",$10.69,,美国,IROJEFF,90.35万,围巾&围脖,8%,1478,3337.21%,$1.91万,1750,$2.19万
25,485,"Boys&Hood 8A High Quality Honeycomb Diamond Grillz, Hiphop Streetwear Teeth-Dental Accessory, Men's Funky Unique Costume Body Jewelry Set, Teeth Accessory, Funky Unique Accessories",$19.99,,美国,Boys Hood,5476,身体饰品,12%,1474,269.42%,$3.22万,4191,$9.03万
25,486,Cephemer Wispy Bangs Clip in Hair Extensions Lightweight Air Bangs Synthetic Fiber Hairpieces for Women Easy to Wear All Day Comfort for Daily Party,$10.70 - 11.00,,美国,Cephermer,2.11万,化纤接发&发片,10%,1468,406.21%,$1.69万,9453,$10.28万
25,487,CASSIECA 11pairs Flat Back Earrings Stack for Women Cartilage Earrings Stacks-20G Surgical Stainless Steel Flatback Hypoallergenic Stud Hoop Earring Set Daith Conch Tragus Helix Piercing Jewelry Summervibes,$15.00,,美国,CASSIECA,9.92万,耳环,1%,1466,388.67%,$2.54万,4453,$7.54万
25,488,"18k Gold Constellation Necklace & Pendant - Gold Necklace for Women & Men, Tarnish & Water Resistant, Birthday Gifts for Women & Menwelry",$5.99 - 16.49,,美国,VOLDNE,2.44万,项链,10%,1464,5756%,$8349.93,2049,$1.27万
25,489,"Moomoo Women's 2 Piece Sets, Bohemian Peacock & Plants Satin Cape Robe with Scarf, Plus Size Friendly Maxi Cover Up for Resort, Hand Wash, Bathing Suit, Beach Wear, Bathing Suit Cover, Silky, Bikini Coverup, Moo Moo For Women, Stylish Women's Wear",$8.90 - 16.99,,美国,Laruda-oula,3.09万,围巾&围脖,10%,1461,8016.67%,$1.57万,3879,$4.37万
25,490,"3CT Square Halo Ring, 5A CZ Wedding Band for Women, Engagement Ring Jewelry Promise Ring Gift for Her Bridal Rings Statement Ring",$23.27,,美国,JJ Chic,13.98万,戒指,15%,1460,734.29%,$3.62万,2640,$6.63万
26,491,YoungSee Micro Loop Hair Extensions Human Hair micro ring pre bonded Soft and Silky Hair Extensions for Women Micro Ring Extension Human Hair 100% Real Human Hair Summer braids half wig summer hair style glueless wig#summerwins #DealsForYouDays,$20.00 - 159.00,,美国,YoungSee Hair,8.76万,真人发接发&发片,9%,1459,-10.22%,$2.95万,1.28万,$29.40万
26,492,"Inspire Bracelet ""GOD IS IN CONTROL""/""DIOS TIENE EL CONTROL"" - Premium Artistic Engraving, Stainless Steel & 18k Gold Plated, Adjustable Up to 10in, Meaningful & Visually Appealing Jewelry, English and Spanish, Perfect Mother's Day Gift, SummerVibes",$8.71,,美国,SnugSpark Studio,1.80万,手环与手链,12%,1459,2110.61%,$1.40万,7948,$7.68万
26,493,"4pcs Simple Style Copper Zircon Ear Cuffs, Magnetic Design Unisex Jewelry Gift, Casual All-Season Accessory for Daily Wear, All Weather Earrings, Cubic Zirconia Earrings, Cubic Zirconia Studs, Casual Earrings Set",$2.29 - 4.37,,美国,Rakol,12.88万,耳环,8%,1458,-24.65%,$3632.24,2.11万,$6.25万
26,494,Youngsee 16-28 inches butterfly weft hair extensions ovo weft genius pu weft hole butterfly hair extensions human hair XO weft human hair extensions straight hair real human glueless wig #summerwins #DealsForYouDays,$36.00 - 162.00,,美国,YoungSee Hair,8.76万,真人发接发&发片,9%,1457,6.2%,$4.95万,8981,$35.17万
26,495,WIGCHIC Raw Cambodian Hair Bundles Body Wave Extensions for Sew In Quick Weave Double Drawn Thick Ends Ultra-Flat Seamless Weft 1/3/4 Pcs,$44.20 - 512.20,,美国,WIGCHIC Hair,1.70万,真人发接发&发片,5%,1456,123.31%,$7.00万,2209,$10.89万
26,496,"3 Piece U-Shaped Non-Piercing Nose Ring Clips, Fake Piercing, Elegant Sparkling Daily Party Jewelry, Chic Body Jewelry, Comfortable Clip-On Nose Cuffs for Unpierced Nostrils",$2.48,,美国,Crazy body jewelry,8.62万,身体饰品,8%,1455,12.97%,$3872.37,3787,$1.06万
26,497,Vintage Japanese Streetwear Snapback Cap | Retro Hip-Hop Duckbill Hat for Men | Breathable Quick-Dry Polyester | Lightweight Non-Stretch Baseball Cap | Urban Fashion Accessory,$11.88 - 11.89,,美国,Yunxin store,2.00万,帽子,10%,1453,-62.91%,$2.03万,9049,$12.10万
26,498,[Super Deal] Hot Star 40Inch 613 Blonde Body Wave 13x6 HD Transparent Lace Frontal Human Hair Wigs 180% Density Brazilian Hiar Straight 13x4 Lace Front Human Hair Wigs,$68.99 - 282.99,,美国,Hot Star Hair,47.40万,真人发前蕾丝头套,1%,1451,64.33%,$11.13万,1.53万,$97.52万
26,499,"3/5/7/9/11mm Stainless Steel Silver Color Cuban Curb Chain Necklace Choker 16-30"" for Men Women Daily Jewelry Christmas Gift",$8.89 - 19.58,,美国,Hermah store,16.20万,项链,20%,1451,-26.01%,$1.42万,4.26万,$41.01万
26,500,"Vinisay 15A Body Wave Raw Human Hair Bundles with 4x4 Closure, Blonde Brown Highlight #T1B/P4/27 Hair Extension, Unprocessed Virgin Weave for Women, Soft, Elastic, Breathable, Casual, All Weather, Elasticity, Breathability, Bundles Of Human Hair",$22.86 - 347.37,,美国,Vinisay Hair Shop,3.73万,真人发接发&发片,1%,1449,3713.16%,$3.71万,2654,$7.29万
